constituency,ac_number,candidate,party,votes,turnout,reserved,region
Bhavanisagar,107,S.SOUNDARYA,NTK,5832,90.41,SC,Kongu
Bhavanisagar,107,NOTA,NOTA,1804,90.41,SC,Kongu
Bhavanisagar,107,B.PALANISWAMY,Bahujan Samaj Party,1029,90.41,SC,Kongu
Bhavanisagar,107,DR.HANUMAIAH.C,IND,556,90.41,SC,Kongu
Bhavanisagar,107,RAMAKRISHNAN,IND,543,90.41,SC,Kongu
Bhavanisagar,107,C.PALANICHAMY,IND,481,90.41,SC,Kongu
Bhavanisagar,107,S.PALANISWAMY,IND,333,90.41,SC,Kongu
Bhavanisagar,107,RAKKI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,327,90.41,SC,Kongu
Bhavanisagar,107,GOPALAN.M,IND,193,90.41,SC,Kongu
Bhavanisagar,107,A.AMRISH,IND,177,90.41,SC,Kongu
Udhagamandalam,108,BHOJARAJAN.M,BJP,48488,78.87,GEN,Kongu
Udhagamandalam,108,IBRAHIM.R,TVK,47512,78.87,GEN,Kongu
Udhagamandalam,108,RAMACHANDRAN.B,INC,45658,78.87,GEN,Kongu
Udhagamandalam,108,RAGUPATHY.B,NTK,4641,78.87,GEN,Kongu
Udhagamandalam,108,NOTA,NOTA,1525,78.87,GEN,Kongu
Udhagamandalam,108,MANIAN.R,IND,462,78.87,GEN,Kongu
Udhagamandalam,108,SAVEETHA.R,Tamizhaga Vaazhvurimai Katchi,418,78.87,GEN,Kongu
Gudalur,109,DHRAVIDAMANI.M,DMK,65590,81.64,SC,Kongu
Gudalur,109,PON.JAYASEELAN,AIADMK,42757,81.64,SC,Kongu
Gudalur,109,DEEPAK SAI KISHORE.A,TVK,34962,81.64,SC,Kongu
Gudalur,109,KARTHIK.R,NTK,6199,81.64,SC,Kongu
Gudalur,109,NOTA,NOTA,871,81.64,SC,Kongu
Gudalur,109,THILAGARAJ.N,IND,443,81.64,SC,Kongu
Gudalur,109,RAJ.S.K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,419,81.64,SC,Kongu
Coonoor,110,M. RAJU,DMK,50470,79.63,GEN,Kongu
Coonoor,110,A. RAMU,AIADMK,42371,79.63,GEN,Kongu
Coonoor,110,C. THANGARAJU,TVK,42225,79.63,GEN,Kongu
Coonoor,110,K. DEENU,NTK,4695,79.63,GEN,Kongu
Coonoor,110,NOTA,NOTA,720,79.63,GEN,Kongu
Coonoor,110,C. DINESH KUMAR,IND,573,79.63,GEN,Kongu
Coonoor,110,D. VIDHYASAGAR,IND,340,79.63,GEN,Kongu
Mettuppalayam,111,SUNILANAND,TVK,75664,86.64,GEN,Kongu
Mettuppalayam,111,SMT.KAVITHA KALYANASUNDARAM,DMK,67896,86.64,GEN,Kongu
Mettuppalayam,111,O.K.CHINNARAJ,AIADMK,61736,86.64,GEN,Kongu
Mettuppalayam,111,T.R.SHANMUGASUNDARAM,IND,26756,86.64,GEN,Kongu
Mettuppalayam,111,S.GOPALAKRISHNAN,NTK,6508,86.64,GEN,Kongu
Mettuppalayam,111,NOTA,NOTA,839,86.64,GEN,Kongu
Mettuppalayam,111,V.SENTHIL KUMAR,IND,612,86.64,GEN,Kongu
Mettuppalayam,111,V.ANANDKUMAR,IND,596,86.64,GEN,Kongu
Mettuppalayam,111,R.CHINNARAJ,IND,586,86.64,GEN,Kongu
Mettuppalayam,111,S.ABDUL RAHIMAN,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,458,86.64,GEN,Kongu
Mettuppalayam,111,"SIVARAJ,R.",Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,387,86.64,GEN,Kongu
Mettuppalayam,111,R.SANGEETHA,Naadaalum Makkal Katchi,356,86.64,GEN,Kongu
Mettuppalayam,111,"DHAMOTHARAN,V.",All India Puratchi Thalaivar Makkal Munnettra Kazhagam,296,86.64,GEN,Kongu
Mettuppalayam,111,S.KAVITHA,IND,263,86.64,GEN,Kongu
Mettuppalayam,111,N.SARAVANA KUMAR,IND,252,86.64,GEN,Kongu
Mettuppalayam,111,A.SATHIYALEELA,IND,238,86.64,GEN,Kongu
Mettuppalayam,111,C.MAHENDRAN,IND,190,86.64,GEN,Kongu
Mettuppalayam,111,C.NAGARAJ,Party for the Rights of Other backward Classes,161,86.64,GEN,Kongu
Mettuppalayam,111,M.PALANICHAMI,IND,120,86.64,GEN,Kongu
Mettuppalayam,111,T.AMIRTHALINGAM,IND,119,86.64,GEN,Kongu
Mettuppalayam,111,"RANGASAMY,P.",IND,99,86.64,GEN,Kongu
Mettuppalayam,111,MANOHARAN,IND,98,86.64,GEN,Kongu
Mettuppalayam,111,P.RAVICHANDRAN,IND,89,86.64,GEN,Kongu
Avanashi,112,KAMALI.S,TVK,84209,91.54,SC,Kongu
Avanashi,112,DR. L. MURUGAN,BJP,68836,91.54,SC,Kongu
Avanashi,112,DR. GOKILAMANI.V,DMK,65530,91.54,SC,Kongu
Avanashi,112,MENAKA. V,NTK,7704,91.54,SC,Kongu
Avanashi,112,NOTA,NOTA,1563,91.54,SC,Kongu
Avanashi,112,GOKILAMANI. M,IND,652,91.54,SC,Kongu
Avanashi,112,GOVINDAN.P,Bahujan Samaj Party,585,91.54,SC,Kongu
Avanashi,112,DHANABAL.R,IND,546,91.54,SC,Kongu
Avanashi,112,ARUMUGAM.R,Ganasangam Party of India,501,91.54,SC,Kongu
Avanashi,112,MOORTHI.R,IND,313,91.54,SC,Kongu
Avanashi,112,SUBRAMANI.C.K,IND,264,91.54,SC,Kongu
Avanashi,112,CHINNASAMY.V,Tamizhaga Vaazhvurimai Katchi,259,91.54,SC,Kongu
Avanashi,112,ANANDHI.S,IND,235,91.54,SC,Kongu
Avanashi,112,SATHIYARASU. R,IND,215,91.54,SC,Kongu
Avanashi,112,ARUMUGAM. P,IND,188,91.54,SC,Kongu
Tiruppur (North),113,V.SATHYABAMA,TVK,131401,83.45,GEN,Kongu
Tiruppur (North),113,M.S.M.ANANDAN,AIADMK,61409,83.45,GEN,Kongu
Tiruppur (North),113,M.RAVI ALIAS M.SUBRAMANIAN,CPI,53964,83.45,GEN,Kongu
Tiruppur (North),113,R.ABINAYA,NTK,13157,83.45,GEN,Kongu
Tiruppur (North),113,NOTA,NOTA,1078,83.45,GEN,Kongu
Tiruppur (North),113,L.JAMES REYNOLD,Bahujan Samaj Party,380,83.45,GEN,Kongu
Tiruppur (North),113,T.KRISHNASWAMY,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,351,83.45,GEN,Kongu
Tiruppur (North),113,G.BALAKRISHNAN,IND,247,83.45,GEN,Kongu
Tiruppur (North),113,K.VENKADASWAMY,IND,218,83.45,GEN,Kongu
Tiruppur (North),113,PY.DHATCHINAMURTHY,Tamizhaga Vaazhvurimai Katchi,214,83.45,GEN,Kongu
Tiruppur (North),113,R.VISHNUMOORTHY,IND,198,83.45,GEN,Kongu
Tiruppur (North),113,P.RAVI,IND,196,83.45,GEN,Kongu
Tiruppur (North),113,K.ANAND,IND,193,83.45,GEN,Kongu
Tiruppur (North),113,M.RANGASAMY,IND,179,83.45,GEN,Kongu
Tiruppur (North),113,GANISHKAR,IND,172,83.45,GEN,Kongu
Tiruppur (North),113,S.ANANDHAKUMAR,IND,100,83.45,GEN,Kongu
Tiruppur (South),114,BALAMURUGAN. S,TVK,73793,91.29,GEN,Kongu
Tiruppur (South),114,DINESHKUMAR. N,DMK,60892,91.29,GEN,Kongu
Tiruppur (South),114,THANGARAJ. S,BJP,34617,91.29,GEN,Kongu
Tiruppur (South),114,DINESH. P.N,NTK,6956,91.29,GEN,Kongu
Tiruppur (South),114,NOTA,NOTA,644,91.29,GEN,Kongu
Tiruppur (South),114,KALIMUTHU. K,All India Forward Bloc,626,91.29,GEN,Kongu
Tiruppur (South),114,DINESHKUMAR,IND,235,91.29,GEN,Kongu
Tiruppur (South),114,RANGASAMY. S,Bahujan Samaj Party,234,91.29,GEN,Kongu
Tiruppur (South),114,DINESHKUMAR,IND,203,91.29,GEN,Kongu
Tiruppur (South),114,KESAVAMURTHI. N,IND,194,91.29,GEN,Kongu
Tiruppur (South),114,MALARVIZHI. G,Indhu Dravida Makkal Katchi,170,91.29,GEN,Kongu
Tiruppur (South),114,MAHALINGAM. V,IND,167,91.29,GEN,Kongu
Tiruppur (South),114,VASANTHAMANI. K,IND,142,91.29,GEN,Kongu
Tiruppur (South),114,VENKATACHALAM. G,IND,139,91.29,GEN,Kongu
Tiruppur (South),114,DHANABAL. D,IND,132,91.29,GEN,Kongu
Tiruppur (South),114,DINESHKUMAR. V,IND,116,91.29,GEN,Kongu
Tiruppur (South),114,VIJAYAKUMAR. M,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,81,91.29,GEN,Kongu
Tiruppur (South),114,JOHN BASHA. A,Tamizhaga Vaazhvurimai Katchi,76,91.29,GEN,Kongu
Tiruppur (South),114,RATHINAVEL. M,IND,72,91.29,GEN,Kongu
Tiruppur (South),114,AMUTHAVEL. P,IND,69,91.29,GEN,Kongu
Tiruppur (South),114,MOHAMED MUBARAK ALI,Ganasangam Party of India,60,91.29,GEN,Kongu
Tiruppur (South),114,VENKADASAMY. K,IND,60,91.29,GEN,Kongu
Tiruppur (South),114,DR. RAMAKRISHNAN. S,IND,50,91.29,GEN,Kongu
Tiruppur (South),114,KARTHIKADEVI. K,IND,45,91.29,GEN,Kongu
Tiruppur (South),114,RAMESH. S,IND,41,91.29,GEN,Kongu
Palladam,115,K.RAMKUMAR,TVK,121297,91.34,GEN,Kongu
Palladam,115,K.P.PARAMASIVAM,AIADMK,83400,91.34,GEN,Kongu
Palladam,115,K.SELVARAJ,DMK,78625,91.34,GEN,Kongu
Palladam,115,K.V.THAMILINIYAN,NTK,13141,91.34,GEN,Kongu
Palladam,115,NOTA,NOTA,1417,91.34,GEN,Kongu
Palladam,115,K.RATHINASAMY,Bahujan Samaj Party,578,91.34,GEN,Kongu
